coding,epoch,train_acc,train_loss,val_acc,val_loss,T,lr,tau,tau_out,hidden_dim,batch_size,seed,run_id,rate_scale,ttfs_alpha,phase_period,burst_win
burst,1,0.4381443298969072,1.754519805465777,0.5887850467289719,1.1472319097162407,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,2,0.5670103092783505,1.0854253648482648,0.6074766355140186,1.0030385679173692,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,3,0.6051546391752577,0.977978324398552,0.5794392523364486,1.0471174800507377,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,4,0.6154639175257732,0.9332932595125178,0.5700934579439252,1.0464948666429965,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,5,0.6597938144329897,0.8805968570955021,0.5794392523364486,0.921777062884001,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,6,0.6185567010309279,0.8977450588314804,0.616822429906542,0.9156980185865242,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,7,0.6247422680412371,0.8512949707581825,0.5887850467289719,0.8416235290955161,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,8,0.668041237113402,0.8051492267048236,0.6261682242990654,0.8744583196729143,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,9,0.6814432989690722,0.7844152833997589,0.6635514018691588,0.8898328191766115,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,10,0.7206185567010309,0.7274753770877406,0.5700934579439252,0.9450741148440638,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,,4
burst,1,0.42371134020618556,1.8416323740457752,0.48598130841121495,1.5255547416544406,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,2,0.4865979381443299,1.3727934734108522,0.5233644859813084,1.1252637811910327,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,3,0.5247422680412371,1.1802992095652314,0.5420560747663551,1.010331071982874,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,4,0.568041237113402,1.0773996124562528,0.5046728971962616,1.2694678585105967,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,5,0.5381443298969072,1.0740435881713002,0.4766355140186916,1.1419873738957342,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,6,0.5742268041237113,0.9992972258439998,0.5514018691588785,1.0784169051134698,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,7,0.5773195876288659,0.9827151814686883,0.514018691588785,1.1419668576427708,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,8,0.5855670103092784,0.9596116332663703,0.5607476635514018,1.0295852651105863,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,9,0.5824742268041238,0.9809831795004226,0.4485981308411215,1.219174566669999,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,10,0.5989690721649484,0.9426513952078278,0.5420560747663551,0.9356144165324274,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,,4
burst,1,0.27628865979381445,2.371243644989643,0.3644859813084112,1.8419967689246775,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,2,0.4216494845360825,1.6466790762144266,0.38317757009345793,1.819093171681199,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,3,0.45257731958762887,1.4341601846144372,0.35514018691588783,1.41265068210174,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,4,0.4515463917525773,1.421576330588036,0.38317757009345793,1.5102171775336577,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,5,0.465979381443299,1.4330278588324479,0.35514018691588783,1.5579679335389183,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,6,0.5051546391752577,1.416703830306063,0.5607476635514018,1.3349664250266886,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,7,0.5268041237113402,1.4617880853181033,0.5607476635514018,1.269124607059443,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,8,0.5371134020618556,1.330612935233362,0.4766355140186916,1.2378626755464857,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,9,0.51340206185567,1.3238176225386944,0.4485981308411215,1.4363745005331308,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,10,0.4865979381443299,1.352737796921091,0.38317757009345793,1.5093324685765204,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,,4
burst,1,0.3958762886597938,1.912864305555206,0.5046728971962616,1.3613421159369923,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,2,0.5773195876288659,1.0860578004846868,0.5700934579439252,1.1402470046114699,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,3,0.6195876288659794,0.9556213641904064,0.5233644859813084,1.0198718348396159,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,4,0.6628865979381443,0.8393954022643493,0.5887850467289719,1.010003383471587,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,5,0.709278350515464,0.7579265904180782,0.6261682242990654,1.0266636910839615,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,6,0.6927835051546392,0.7640946776596541,0.6915887850467289,0.8355121094489766,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,7,0.7216494845360825,0.7023458591441518,0.6822429906542056,0.7692183813202047,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,8,0.7319587628865979,0.6853183558306744,0.6728971962616822,0.803581441674277,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,9,0.7597938144329897,0.6413044278154668,0.6355140186915887,0.8031349624985846,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,10,0.7731958762886598,0.6133972557549624,0.6542056074766355,0.775799090617171,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,,4
burst,1,0.39690721649484534,2.006329844907387,0.5046728971962616,1.7619867558791258,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,2,0.5381443298969072,1.3947735535729793,0.48598130841121495,1.4245254492091242,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,3,0.5350515463917526,1.1232813756490492,0.4953271028037383,1.3433477054132479,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,4,0.5402061855670103,1.0813713351475824,0.45794392523364486,1.25702197083803,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,5,0.5752577319587628,1.051712416865162,0.4953271028037383,1.2406578492895466,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,6,0.5773195876288659,1.028332606787534,0.5327102803738317,1.0304440371344024,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,7,0.6103092783505155,0.9255739652004439,0.5327102803738317,1.0826297937152543,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,8,0.6195876288659794,0.9071156922074938,0.5700934579439252,1.087978761329829,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,9,0.6051546391752577,0.9115261082796706,0.5420560747663551,1.155783651588119,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,10,0.6402061855670103,0.8855563520156231,0.5420560747663551,0.9357941735570676,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,,4
burst,1,0.3824742268041237,1.9977122311739577,0.38317757009345793,1.8914307600983948,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,2,0.4639175257731959,1.6044482481848332,0.45794392523364486,1.579198283569835,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,3,0.4814432989690722,1.5037945767038876,0.42990654205607476,1.429232684251304,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,4,0.4536082474226804,1.4042578340805683,0.4205607476635514,1.4219098102266543,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,5,0.4824742268041237,1.3816820272465342,0.514018691588785,1.277147105364042,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,6,0.5041237113402062,1.2827124755407118,0.5794392523364486,1.2201240764600094,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,7,0.5556701030927835,1.106475330873863,0.5233644859813084,1.0969669947000307,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,8,0.5587628865979382,1.1026704195848445,0.5887850467289719,1.0122431210268323,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,9,0.545360824742268,1.0667042481530573,0.616822429906542,0.9972988261240665,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
burst,10,0.5773195876288659,1.0376539134487663,0.48598130841121495,1.3135814009425797,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,,4
