coding,epoch,train_acc,train_loss,val_acc,val_loss,T,lr,tau,tau_out,hidden_dim,batch_size,seed,run_id,rate_scale,ttfs_alpha,phase_period,burst_win
ttfs,7,0.6237113402061856,1.470937001336481,0.5327102803738317,1.59679926667258,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,1.0,,
ttfs,8,0.6381443298969072,1.46703369494566,0.5887850467289719,1.5466734460581129,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,1.0,,
ttfs,9,0.6371134020618556,1.4540428908829837,0.5514018691588785,1.5623607056163182,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,1.0,,
ttfs,10,0.6391752577319587,1.4455087411034968,0.5420560747663551,1.6005656641220378,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,1.0,,
ttfs,1,0.3680412371134021,1.9976304533555336,0.40186915887850466,1.8532846219071717,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,2,0.4350515463917526,1.8147714396112973,0.3925233644859813,1.7637330561040718,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,3,0.43711340206185567,1.714028405897396,0.4392523364485981,1.7256312715673001,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,4,0.44742268041237115,1.6832597255706787,0.4205607476635514,1.7561207129576495,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,5,0.47216494845360824,1.6570782314870776,0.42990654205607476,1.7724482055022337,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,6,0.49587628865979383,1.6324269656053523,0.4672897196261682,1.6404372386843245,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,7,0.5319587628865979,1.561536828512998,0.4766355140186916,1.6196459108423964,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,8,0.5762886597938144,1.5281778431430306,0.48598130841121495,1.6334061722889124,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,9,0.5577319587628866,1.532638258294961,0.4766355140186916,1.636938157482682,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,10,0.5762886597938144,1.5194503449902093,0.5046728971962616,1.5792051063519772,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,1.0,,
ttfs,1,0.29690721649484536,2.0886663530290743,0.34579439252336447,1.9667361629343478,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,2,0.3907216494845361,1.8625427735220526,0.3364485981308411,1.9174588595595314,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,3,0.4298969072164949,1.8075159505470513,0.35514018691588783,1.8511547362693002,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,4,0.4536082474226804,1.7487930673913858,0.29906542056074764,1.9225182343866223,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,5,0.4948453608247423,1.6511903622715745,0.37383177570093457,1.7232755534002715,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,6,0.49072164948453606,1.6445741827954952,0.411214953271028,1.6890686026243407,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,7,0.4711340206185567,1.6448669942383913,0.40186915887850466,1.6921532142942197,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,8,0.51340206185567,1.6097413795510518,0.45794392523364486,1.6652498857997289,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,9,0.5051546391752577,1.5970645476862326,0.4766355140186916,1.6709531255971606,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,10,0.49072164948453606,1.6262227110027039,0.4485981308411215,1.6984325246276142,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,1.0,,
ttfs,1,0.4556701030927835,1.7796864583320224,0.4766355140186916,1.6772951177347486,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,2,0.6030927835051546,1.5919213594849577,0.5981308411214953,1.6801159760662328,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,3,0.6381443298969072,1.5453358011147411,0.5514018691588785,1.6248370074780187,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,4,0.6711340206185566,1.487915665587199,0.5794392523364486,1.617139108827181,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,5,0.6876288659793814,1.4693769553272995,0.616822429906542,1.6299261679159147,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,6,0.6948453608247422,1.4475541068106583,0.6448598130841121,1.55272387455557,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,7,0.7206185567010309,1.4261801685254598,0.6635514018691588,1.5561275270497688,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,8,0.7288659793814433,1.4033828988517683,0.6261682242990654,1.5952677113987574,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,9,0.7556701030927835,1.3904559339444662,0.5700934579439252,1.5947995609212144,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,10,0.7412371134020619,1.3905413524391725,0.6448598130841121,1.5373199309144066,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,1.0,,
ttfs,1,0.4144329896907217,1.863416856097192,0.40186915887850466,1.7081782439044704,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,2,0.5463917525773195,1.6316934209508993,0.4953271028037383,1.699036958061646,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,3,0.5556701030927835,1.6001850890130112,0.5514018691588785,1.6305891498226985,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,4,0.5845360824742268,1.555730238649034,0.45794392523364486,1.6626885004132708,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,5,0.5907216494845361,1.5530381858963327,0.5233644859813084,1.6724498728725399,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,6,0.6020618556701031,1.5477973510309593,0.5700934579439252,1.5966305933266043,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,7,0.6082474226804123,1.5104768435979627,0.5046728971962616,1.6492735047206701,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,8,0.6247422680412371,1.5013910529539758,0.4953271028037383,1.6394812102629759,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,9,0.6247422680412371,1.5008455274031334,0.5700934579439252,1.6370374421092952,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,10,0.6298969072164948,1.4884228298344564,0.5607476635514018,1.6416382856458147,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,1.0,,
ttfs,1,0.38556701030927837,1.9484113597378288,0.4672897196261682,1.75130526261909,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,2,0.4762886597938144,1.7711294333959364,0.45794392523364486,1.7780054373161815,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,3,0.47835051546391755,1.7334844729335037,0.45794392523364486,1.7474467030195433,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,4,0.5072164948453608,1.6606145293442245,0.3644859813084112,1.7528825151586087,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,5,0.5144329896907216,1.6434351397543838,0.45794392523364486,1.689167343567465,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,6,0.5288659793814433,1.634517193332161,0.42990654205607476,1.6633685771549973,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,7,0.5474226804123712,1.6029181276400064,0.5233644859813084,1.6423839096711061,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,8,0.5484536082474227,1.5926080789762673,0.5607476635514018,1.6513453855692783,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,9,0.5556701030927835,1.616173539456633,0.48598130841121495,1.6608382474596255,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
ttfs,10,0.5597938144329897,1.596062225656411,0.5046728971962616,1.7056765288950126,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,1.0,,
