coding,epoch,train_acc,train_loss,val_acc,val_loss,T,hidden_dim,tau,tau_out,lr,batch_size,seed,rate_scale,ttfs_alpha,ttfs_t_max,phase_period,burst_win,test_acc,test_loss,test_acc_pct,mean_latency_t,mean_spikes_per_sample,throughput_sps,minutes
ttfs,4,0.4845360824742268,1.8201137188783627,0.4392523364485981,1.860724053650259,20,256,2.0,2.0,0.001,16,42,,2.0,20,,,0.4356060606060606,1.88740340868632,43.56060606060606,0.0227272727272727,80.7840909090909,28.234524767330843,3.7602713108062735
ttfs,5,0.5185567010309279,1.81513501147634,0.514018691588785,1.85967271238844,20,256,2.0,2.0,0.001,16,42,,2.0,20,,,0.4356060606060606,1.88740340868632,43.56060606060606,0.0227272727272727,80.7840909090909,28.234524767330843,3.7602713108062735
ttfs,6,0.5237113402061856,1.801106258520146,0.4579439252336448,1.874689401867233,20,256,2.0,2.0,0.001,16,42,,2.0,20,,,0.4356060606060606,1.88740340868632,43.56060606060606,0.0227272727272727,80.7840909090909,28.234524767330843,3.7602713108062735
ttfs,7,0.5422680412371134,1.78461957371112,0.4579439252336448,1.8848048715947945,20,256,2.0,2.0,0.001,16,42,,2.0,20,,,0.4356060606060606,1.88740340868632,43.56060606060606,0.0227272727272727,80.7840909090909,28.234524767330843,3.7602713108062735
ttfs,8,0.5278350515463918,1.7892771888025027,0.4672897196261682,1.7995135906700777,20,256,2.0,2.0,0.001,16,42,,2.0,20,,,0.4356060606060606,1.88740340868632,43.56060606060606,0.0227272727272727,80.7840909090909,28.234524767330843,3.7602713108062735
ttfs,9,0.534020618556701,1.784549010168646,0.4579439252336448,1.83462715594568,20,256,2.0,2.0,0.001,16,42,,2.0,20,,,0.4356060606060606,1.88740340868632,43.56060606060606,0.0227272727272727,80.7840909090909,28.234524767330843,3.7602713108062735
ttfs,10,0.5309278350515464,1.7690361376890202,0.4485981308411215,1.813887814495051,20,256,2.0,2.0,0.001,16,42,,2.0,20,,,0.4356060606060606,1.88740340868632,43.56060606060606,0.0227272727272727,80.7840909090909,28.234524767330843,3.7602713108062735
ttfs,1,0.2381443298969072,2.263835985144389,0.3271028037383177,2.0552243562502284,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,2,0.4154639175257732,1.9792974884977048,0.3551401869158878,1.962125758144343,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,3,0.4577319587628866,1.9002408293104665,0.4018691588785046,1.9524299953585476,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,4,0.4690721649484536,1.8917998338483044,0.411214953271028,1.932886692965142,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,5,0.477319587628866,1.8906435347094976,0.4672897196261682,1.8872262105763515,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,6,0.4804123711340206,1.8832802069555847,0.4205607476635514,1.9117821310168115,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,7,0.4876288659793814,1.8589978643299376,0.4392523364485981,1.9153919609907637,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,8,0.4721649484536082,1.882544533739385,0.3831775700934579,1.908576177659436,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,9,0.4865979381443299,1.8729083955902412,0.4018691588785046,1.9048016962603989,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,10,0.5051546391752577,1.8559950855589404,0.4205607476635514,1.8809971296898675,20,256,2.0,2.0,0.001,16,42,,4.0,20,,,0.4507575757575757,1.966186209158464,45.07575757575758,0.0833333333333333,86.6590909090909,28.37003069292593,3.796122614542643
ttfs,1,0.19896907216494844,2.323741723090103,0.22429906542056074,2.2114962640209734,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,2,0.32268041237113404,2.073921063511642,0.3177570093457944,2.0696144059439687,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,3,0.4,1.9839089398531569,0.3925233644859813,2.0437569640507207,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,4,0.40824742268041236,1.9435498016396748,0.3644859813084112,1.9561396179912247,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,5,0.4288659793814433,1.9068098053489764,0.40186915887850466,1.968061441573027,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,6,0.4309278350515464,1.8918503087820466,0.34579439252336447,1.933367581010979,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,7,0.4463917525773196,1.8830470412047868,0.3644859813084112,1.9668541021436174,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,8,0.4288659793814433,1.8913752464904,0.34579439252336447,1.925455068873468,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,9,0.43917525773195876,1.8929972506061044,0.411214953271028,1.9617828587505306,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
ttfs,10,0.465979381443299,1.8820828509084957,0.3644859813084112,1.9183542795270403,20,256,2.0,2.0,0.001,16,42,,8.0,20,,,0.42803030303030304,1.987458460258715,42.803030303030305,0.01893939393939394,100.41287878787878,28.43704305526179,3.771062409877777
