coding,epoch,train_acc,train_loss,val_acc,val_loss,T,lr,tau,tau_out,hidden_dim,batch_size,seed,run_id,rate_scale,ttfs_alpha,phase_period,burst_win
phase,9,0.37628865979381443,1.91589317493832,0.3925233644859813,2.123100630590849,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,8,
phase,10,0.4247422680412371,1.8533697300350542,0.3177570093457944,2.0935424688820525,20,0.0005,2.0,2.0,256,16,42,T20_lr0.0005_tau2.0,,,8,
phase,1,0.1731958762886598,2.4157364722379704,0.205607476635514,2.362260446370205,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,2,0.2804123711340206,2.2112898526732456,0.3177570093457944,2.2480335369288365,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,3,0.2958762886597938,2.1768915953095425,0.2616822429906542,2.2839906371642495,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,4,0.28556701030927834,2.1089021095295544,0.2616822429906542,2.195930904317125,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,5,0.2876288659793814,2.092318708380473,0.35514018691588783,2.1531523343558625,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,6,0.2711340206185567,2.102770738503368,0.24299065420560748,2.222178528242022,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,7,0.29690721649484536,2.0672659849383166,0.2803738317757009,2.1836696072159527,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,8,0.3,2.039478706821953,0.2803738317757009,2.0570705204366524,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,9,0.31443298969072164,2.02998093108541,0.2336448598130841,2.329355692195001,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,10,0.3268041237113402,2.0307843267303154,0.2803738317757009,2.149658686646791,20,0.001,2.0,2.0,256,16,42,T20_lr0.001_tau2.0,,,8,
phase,1,0.1402061855670103,2.4234643415077444,0.24299065420560748,2.3221256688376455,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,2,0.25051546391752577,2.3196431194384073,0.205607476635514,2.3172168954510557,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,3,0.25051546391752577,2.2678306201069627,0.35514018691588783,2.237794602028677,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,4,0.27835051546391754,2.2380770889754147,0.3177570093457944,2.229540183165363,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,5,0.3082474226804124,2.231896496802261,0.27102803738317754,2.2162983618049976,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,6,0.2845360824742268,2.2357925193825947,0.308411214953271,2.256152861586241,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,7,0.2515463917525773,2.256287355029706,0.2523364485981308,2.159306862643946,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,8,0.28969072164948456,2.212796761817539,0.42990654205607476,2.1790234507801376,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,9,0.32989690721649484,2.1607289805854717,0.3644859813084112,2.114542582324732,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,10,0.31237113402061856,2.166454535907077,0.4392523364485981,2.1403587532934742,20,0.002,2.0,2.0,256,16,42,T20_lr0.002_tau2.0,,,8,
phase,1,0.12268041237113401,2.5356698542526086,0.1588785046728972,2.354948233221179,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,2,0.22577319587628866,2.2282916162431854,0.18691588785046728,2.3986988357294385,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,3,0.24020618556701032,2.2188644949922858,0.09345794392523364,2.5394934382394094,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,4,0.31443298969072164,2.09849952373308,0.2803738317757009,2.4288497416772574,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,5,0.36597938144329895,1.9752266883850098,0.2336448598130841,2.403898642441937,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,6,0.354639175257732,1.9337936910157352,0.308411214953271,2.2977076289809752,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,7,0.3865979381443299,1.9052841066085187,0.205607476635514,2.529000565270397,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,8,0.41237113402061853,1.8678137636676277,0.2616822429906542,2.348809904027208,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,9,0.42371134020618556,1.8259038507323904,0.19626168224299065,2.3441926029240974,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,10,0.4072164948453608,1.8365955205307793,0.205607476635514,2.204541465946447,30,0.0005,2.0,2.0,256,16,42,T30_lr0.0005_tau2.0,,,8,
phase,1,0.20927835051546392,2.4660608527586634,0.2616822429906542,2.417327624615108,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,2,0.28865979381443296,2.326347641600776,0.3177570093457944,2.3617993559792776,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,3,0.2979381443298969,2.2728239437968463,0.2523364485981308,2.449842158879075,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,4,0.32061855670103095,2.1742573762677377,0.21495327102803738,2.369951796308856,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,5,0.32061855670103095,2.1679814304273153,0.27102803738317754,2.2281231367699452,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,6,0.34329896907216495,2.154482754972792,0.34579439252336447,2.2572922973989327,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,7,0.334020618556701,2.1400967283347216,0.3177570093457944,2.255750665040774,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,8,0.34329896907216495,2.1096913450772,0.2803738317757009,2.328948733962585,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,9,0.35670103092783506,2.0602848446246274,0.3925233644859813,2.20346424512774,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,10,0.36597938144329895,2.0517492844886385,0.35514018691588783,2.203355873856589,30,0.001,2.0,2.0,256,16,42,T30_lr0.001_tau2.0,,,8,
phase,1,0.13917525773195877,2.4454232127396103,0.24299065420560748,2.376487981493228,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,2,0.2,2.37898248298881,0.2336448598130841,2.4094205883061774,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,3,0.16288659793814433,2.3685423487240507,0.07476635514018691,2.4310145667780225,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,4,0.1309278350515464,2.362550007436693,0.14018691588785046,2.4123707240987047,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,5,0.1360824742268041,2.359711662272817,0.08411214953271028,2.425942369710619,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,6,0.13298969072164948,2.354442205625711,0.102803738317757,2.4361022432273796,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,7,0.12474226804123711,2.364666581891247,0.11214953271028037,2.4543419508176427,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,8,0.14432989690721648,2.342434632901064,0.1308411214953271,2.443466467278026,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,9,0.13814432989690723,2.3501136971503187,0.08411214953271028,2.448201796718847,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
phase,10,0.15463917525773196,2.3466814046053543,0.08411214953271028,2.4672769408359705,30,0.002,2.0,2.0,256,16,42,T30_lr0.002_tau2.0,,,8,
